,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,group_id_anonymized,lang,message_text,phone_num_anonymized,timestamp,translated
391,391,391,391,606.0,606.0,2557,en,Good morning,41539,1549600271000,Good morning
392,392,392,392,610.0,610.0,1355,te,"*గోవింద* నామము మీద ఇచ్చిన చక్కని భాష్యము.  ఆంగ్లములో ఇచ్చిన అర్ధము ఎంత గొప్ప వర్ణణ.  *గోవిందా*  *గో*         Go        వెళ్ళు  *విం*      Win     విజయం సాధించి  *దా*       Return రా  *""వెళ్ళి విజయం సాధించుకుని రా""*  ""గోవిందుని బాటలో సదా వెళ్ళిన వారికి విజయం ప్రాప్తించును"", అని చక్కని వర్ణన. 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",36234,1549600497000,"A nice commentary on the name of * Govinda *. What a great description of the meaning given in English. * Govinda * * Go * Go Go * Win * Win Success * Da * Return Ra * ""Go and Win Ra"" * ""Govindni gives success to those who have gone down the path"". 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻   🙏  🙏  🙏  🙏  🙏  🙏  🙏  🙏  🙏  🙏  🙏  🙏  🙏 "
393,393,393,393,611.0,611.0,3287,te,"08/02/2019 కీ,, శే,, శ్రీ అప్పయ్య దొర గారి 85వ జయంతి సందర్భంగానందిగాం మండల కాంప్లెక్స్ ఆవరణలో ఆయన విగ్రహానికి పూలమాల వేసి నివాళులర్పిస్తున్న వైస్సార్సీపీ టెక్కలి నియోజకవర్గ కన్వీనర్ శ్రీ పేరాడ తిలక్ గారు మరియు జడ్పీటీసీ కూరమన బాలకృష్ణ రావు, ఎంపీపీ యర్ర చక్రవర్తి, బొమ్మాళి లక్ష్మీనారాయణ, శ్రీరామమూర్తి, సంజీవు, సత్యం, నారాయణ మూర్తి,జోగారావు, జయరాం, విష్ణు, రాజు,వీరన్న, కేశవరావు,తదితరులు పాల్గొన్నారు.",62114,1549600525000,"08/02/2019 Key, Shay, Shri Appayo Dhora on 85th Jayanthi Complex of the Mandala Complex premises pay homage to the statue of Vaisarsippee Tekkali Neojakavarti Samvaramari, Chakravarthi Balakrishnan, Shri Perada Thilakarupa Ramana Chakravarthi, Chairperson , Satyam, Narayana Murthy, Jogarao, Jayaram, Vishnu, Raju, Veeranna, Keshava Rao, Tadi Participants.  "
394,394,394,394,612.0,612.0,3900,en,How is movie,185317,1549600568000,How is movie
395,395,395,395,613.0,613.0,725,en,😍 *See this now*  xxux.xxvxc.com,184059,1549600632000,😍 *See this now*  xxux.xxvxc.com
396,396,396,396,616.0,616.0,4957,ml,കേരളത്തിലെ യുക്തിവാദ പ്രസ്ഥാനം പടവലങ്ങ പോലെ കീഴോട്ടാണ് വളരുന്നത്..  നിങ്ങൾ പറയുന്നതിന് നേരെ തിരിച്ചാണ് യാഥാർത്ഥ്യം..,166842,1549600703000,The rationalist movement in Kerala is growing steadily like a rallying cry.  
397,397,397,397,617.0,617.0,4957,ml,ബജറ്റിനെക്കുറിച്ച്  ഐസക്കിനോട് ചോദിക്കാം   ധനമന്ത്രി സഖാവ് തോമസ് ഐസക്ക്  നാളെ രാത്രി  8 മണി മുതൽ CPIM Kerala ( https://www.facebook.com/CPIMKerala/ )  പേജിൽ തത്സമയം നിങ്ങളുടെ ചോദ്യങ്ങൾക്ക് മറുപടി നൽകുന്നു.  https://m.facebook.com/story.php?story_fbid=1950792308383962&id=256900251106518,137042,1549600707000,Ask Isaac about the budget Finance Minister Comrade Thomas Isaac will be answering your questions in real time on the CPIM Kerala (https://www.facebook.com/CPIMKerala/) page from 8pm tomorrow. https://m.facebook.com/story.php?story_fbid=1950792308383962&id=256900251106518  
398,398,398,398,618.0,618.0,2895,te,*వినుకొండ నియోజకవర్గంలో యాత్ర మూవీ బెనిఫిట్ షో లో పాల్గొన్న వినుకొండ నియోజకవర్గ వైయస్సార్ కాంగ్రెసు పార్టీ ఇన్చార్జి బొల్లా బ్రహ్మనాయుడు గారు మరియు పార్టీ నాయకులు కార్యకర్తలు అభిమానులు*,95127,1549600796000,* Vinukonda constituency Vyassar Congress party incharge of the Yatrakonda constituency Yohansara Congress party incumbar Bolla Brahmanaidu and party leaders activists fans  
399,399,399,399,619.0,619.0,3902,te,యాత్ర మూవీ రిలీజ్ సందర్భంగా పోరుమామిళ్లలో కేక్ కటింగ్ పాలాభిషేకం మరి కొద్ది నిమిషాలలో ఎమ్మెల్సీ డి.సి.గోవిందరెడ్డి సార్ గారి చేతులమీదుగా కేక్ కటింగ్ జరగబడును,72386,1549600801000,Cake Cutting Paralysis in a few minutes during Yatra Movie Release.  
400,400,400,400,620.0,620.0,2284,hi,"बेरोजगारी पर पीएम का जवाब- चार साल में 27 लाख ऑटो बिके, वो खड़ी तो नहीं हैं पकौड़े के बाद आटो रिक्शा भी मोदी रोजगार योजना में शामिल",102700,1549600802000,"PM's reply on unemployment - 27 lakh autos sold in four years, they are not standing; auto rickshaw after pakoda is also included in Modi employment scheme  "
401,401,401,401,622.0,622.0,3042,hi,*शिवराज का एक और झूठ बेनक़ाब :*  *—मंदसौर दुष्कर्म केस के पीड़ित परिवार को मदद के लिये भाजपा सरकार ने नहीं दिया था कोई लिखित आदेश..!*  *शिवराज सरकार की गलती सामने आने पर कल मुख्यमंत्री मान. कमलनाथ जी ने दुष्कर्म पीड़िता को मकान व दुकान देने के आदेश जारी किए।*  https://www.bhaskar.com/mp/indore/news/mandsaur-abuse-case-the-old-government-did-not-give-the-order-in-writing-01486271.html,127369,1549600855000,* One more lie of Shivraj: * * -The BJP government did not give any written order for help to the victim family of Mandsaur rape case ..! Kamal Nath issued orders to give houses and shops to the rape victim. * Https://www.bhaskar.com/mp/indore/news/mandsaur-abuse-case-the-old-government-did-not-give- the-order-in-writing-01486271.html  
402,402,402,402,625.0,625.0,2686,te,యాత్ర మూవీ రివ్యూ అండ్ రేటింగ్. హిట్టా. ఫట్టా. చూడండి http://dhunt.in/5wmOv?s=a&ss=wsp via Dailyhunt  యాప్ ని డౌన్లోడ్ చేసుకోండి http://dhunt.in/DWND,180684,1549600875000,Yatra Movie Review and Rating. Hit. Strap. See http://dhunt.in/5wmOv?s=a&ss=wsp via Dailyhunt App http://dhunt.in/DWND  
403,403,403,403,630.0,630.0,3732,te,యాత్ర మూవీ రిలీజ్ సందర్భంగా పోరుమామిళ్లలో కేక్ కటింగ్ పాలాభిషేకం మరి కొద్ది నిమిషాలలో ఎమ్మెల్సీ డి.సి.గోవిందరెడ్డి సార్ గారి చేతులమీదుగా కేక్ కటింగ్ జరగబడును,72386,1549600914000,Cake Cutting Paralysis in a few minutes during Yatra Movie Release.  
404,404,404,404,631.0,631.0,5072,hi,"।। जय श्री कृष्णा ।।  *गीता की सौगंध पे चलती हैं अदालतें,* *और अदालत को राममंदिर का सबूत चाहिए ।।*  🙏🙏💐💐सुप्रभात💐💐🙏🙏",167008,1549600944000,"... Hail lord krishna .. * The courts run on the sound of Gita, * * And the court needs proof of Ram 🙏 💐 💐   🙏   💐 🙏 🙏   💐   temple. * 🙏🙏💐💐 Good morning  "
405,405,405,405,636.0,636.0,2037,hi,"*🇮🇳 देश की अब तक🌇 की प्रमुख📰 खबरें 08 फरवरी 2019*  📰 *HK17*: 👉जम्मू-कश्मीर: जवाहर टनल पर हिमस्खलन💨 में 10 पुलिसकर्मी👮 लापता, 3 की मौत - (और जानकारी के लिए टाइप करें HK17)  📰 *HK18*: 🇵🇰पाकिस्तान व पीओके में चल रहे 16 आतंकी कैंप⛺, कश्मीर में सक्रिय 450 आतंकी👥: सेना - (और जानकारी के लिए टाइप करें HK18)  📰 *HK19*: 👉बंगाल में पीएम मोदी 👤ठोकेंगे ताल तो भोपाल में राहुल गांधी ✋की किसान सभा रैली - (और जानकारी के लिए टाइप करें HK19)  📰 *HK20*: 👤मोदी-मोदी पर कांग्रेस ✋का कटाक्ष, पूछा- मेज थपथपाने से चोटिल तो नहीं हुए हाथ👐 - (और जानकारी के लिए टाइप करें HK20)  📰 *HK21*: 👉तमिलनाडु की सभी लोकसभा सीटों 💺पर अकेले चुनाव लड़ेगी कमल हसन की पार्टी👊 - (और जानकारी के लिए टाइप करें HK21)  📰 *HK22*: 🗓फरवरी अंत तक लोकसभा उम्मीदवार 👤तय करेगी कांग्रेस✋ - (और जानकारी के लिए टाइप करें HK22)  📰 *HK23*: 🗣प्रकाश जावड़ेकर का एलान, अब 4 साल🗓 का होगा बीएड कोर्स👨‍🎓 - (और जानकारी के लिए टाइप करें HK23)  📰 *HK24*: 👉आंध्र प्रदेश के इस अधिकारी 👤ने पेश की मिसाल, बेटे की शादी में खर्च करेंगे सिर्फ 18,000 रुपये👌 - (और जानकारी के लिए टाइप करें HK24)  📰 *HK25*: 🙎ममता बनर्जी संग धरने पर बैठने वाले पुलिस अधिकारियों 👮पर होगा एक्शन👊 - (और जानकारी के लिए टाइप करें HK25)  सभी लेखों को पढऩे के लिए टाइप करें HK26  *दूत पर समाचार:* *आपके ग्रुप में add कीजिये +61497579487* ",39877,1549601038000,"* 📰 Key news of the 🌇  country 📰  till now 08 February 📰  2019 👉  * 📰 * HK17 *: म्मू Jammu and Kashmir: 💨  10 policemen 👮  missing, 3 dead in avalanche on Jawahar Tunnel - (For 📰  more information type HK17) HK * HK18 *: 16 terrorist ⛺  camps operating in Pakistan 👥  and PoK, 450 terrorists active in Kashmir: 📰 👉   Army - (For further 👤  information type HK18) 📰 * HK19 ✋  *: PM Modi in Bangal Rahul Gandhi's Kisan Sabha rally 📰  in Bhopal 👤  - (Type HK19 for ✋  more information) 📰 * HK20 *: Congress' sarcasm on 👐  Modi-Modi, asked - did not get hurt due 📰  to thumping 👉  the table? - (For further 💺  information type HK20) 📰 * HK21 👊  *: Election alone on all Lok Sabha 📰  seats in 🗓  Tamil Nadu Kamal Haasan's 👤  party will contest ✋  - (For further information type HK21) 📰  📰 🗣  * HK22 *: Congress will decide 🗓  Lok Sabha candidate 🎓  👨  by end of February. - (For further 📰  information 👉  type HK22) 📰 * HK23 👤  *: 🗣 Prakash Javadekar Will be announced, now 4 years B.Ed course 👌  will be - (More life For Hari type 📰  HK23) 🙎  📰 * HK24 *: इस This Andhra Pradesh official, who 👮  will present 👊  the example, will spend only Rs 18,000 in the son's wedding - (For further information type HK24) 📰 * HK25 *: 🙎 There will be action on police officers sitting on a sit-in with Mamta Banerjee - (For more information type HK25) To read all articles, type HK26 * News on messenger: * * Add to your group + 61497579487 *  "
406,406,406,406,637.0,637.0,1116,hi,"*🇮🇳 देश की अब तक🌇 की प्रमुख📰 खबरें 08 फरवरी 2019*  📰 *HK17*: 👉जम्मू-कश्मीर: जवाहर टनल पर हिमस्खलन💨 में 10 पुलिसकर्मी👮 लापता, 3 की मौत - (और जानकारी के लिए टाइप करें HK17)  📰 *HK18*: 🇵🇰पाकिस्तान व पीओके में चल रहे 16 आतंकी कैंप⛺, कश्मीर में सक्रिय 450 आतंकी👥: सेना - (और जानकारी के लिए टाइप करें HK18)  📰 *HK19*: 👉बंगाल में पीएम मोदी 👤ठोकेंगे ताल तो भोपाल में राहुल गांधी ✋की किसान सभा रैली - (और जानकारी के लिए टाइप करें HK19)  📰 *HK20*: 👤मोदी-मोदी पर कांग्रेस ✋का कटाक्ष, पूछा- मेज थपथपाने से चोटिल तो नहीं हुए हाथ👐 - (और जानकारी के लिए टाइप करें HK20)  📰 *HK21*: 👉तमिलनाडु की सभी लोकसभा सीटों 💺पर अकेले चुनाव लड़ेगी कमल हसन की पार्टी👊 - (और जानकारी के लिए टाइप करें HK21)  📰 *HK22*: 🗓फरवरी अंत तक लोकसभा उम्मीदवार 👤तय करेगी कांग्रेस✋ - (और जानकारी के लिए टाइप करें HK22)  📰 *HK23*: 🗣प्रकाश जावड़ेकर का एलान, अब 4 साल🗓 का होगा बीएड कोर्स👨‍🎓 - (और जानकारी के लिए टाइप करें HK23)  📰 *HK24*: 👉आंध्र प्रदेश के इस अधिकारी 👤ने पेश की मिसाल, बेटे की शादी में खर्च करेंगे सिर्फ 18,000 रुपये👌 - (और जानकारी के लिए टाइप करें HK24)  📰 *HK25*: 🙎ममता बनर्जी संग धरने पर बैठने वाले पुलिस अधिकारियों 👮पर होगा एक्शन👊 - (और जानकारी के लिए टाइप करें HK25)  सभी लेखों को पढऩे के लिए टाइप करें HK26  *दूत पर समाचार:* *आपके ग्रुप में add कीजिये +61497579487* ",194857,1549601050000,"* 📰 Key news of the 🌇  country 📰  till now 08 February 📰  2019 👉  * 📰 * HK17 *: म्मू Jammu and Kashmir: 💨  10 policemen 👮  missing, 3 dead in avalanche on Jawahar Tunnel - (For 📰  more information type HK17) HK * HK18 *: 16 terrorist ⛺  camps operating in Pakistan 👥  and PoK, 450 terrorists active in Kashmir: 📰 👉   Army - (For further 👤  information type HK18) 📰 * HK19 ✋  *: PM Modi in Bangal Rahul Gandhi's Kisan Sabha rally 📰  in Bhopal 👤  - (Type HK19 for ✋  more information) 📰 * HK20 *: Congress' sarcasm on 👐  Modi-Modi, asked - did not get hurt due 📰  to thumping 👉  the table? - (For further 💺  information type HK20) 📰 * HK21 👊  *: Election alone on all Lok Sabha 📰  seats in 🗓  Tamil Nadu Kamal Haasan's 👤  party will contest ✋  - (For further information type HK21) 📰  📰 🗣  * HK22 *: Congress will decide 🗓  Lok Sabha candidate 🎓  👨  by end of February. - (For further 📰  information 👉  type HK22) 📰 * HK23 👤  *: 🗣 Prakash Javadekar Will be announced, now 4 years B.Ed course 👌  will be - (More life For Hari type 📰  HK23) 🙎  📰 * HK24 *: इस This Andhra Pradesh official, who 👮  will present 👊  the example, will spend only Rs 18,000 in the son's wedding - (For further information type HK24) 📰 * HK25 *: 🙎 There will be action on police officers sitting on a sit-in with Mamta Banerjee - (For more information type HK25) To read all articles, type HK26 * News on messenger: * * Add to your group + 61497579487 *  "
407,407,407,407,639.0,639.0,5072,hi,"गणित के हिसाब से मैने ""बंगाल का सवाल"" हल करने की कोशिश की है। जवाब आपके सामने है।😛😆😲",112871,1549601174000,"According to mathematics, I have tried to solve the ""Bengal question"". The answer 😛 😲  😆   is in front of you.  "
408,408,408,408,640.0,640.0,1540,te,"సాక్షి, ఏలూరు: మహానేత, దివంగత ముఖ్యమంత్రి వైఎస్‌ రాజశేఖరరెడ్డి చేపట్టిన చరిత్రాత్మక పాదయాత్ర నేపథ్యంతో తెరకెక్కిన సినిమా యాత్ర.. మలయాళ మెగాస్టార్‌ మమ్మూటి వైఎస్సార్‌ పాత్రలో నటించిన ఈ సినిమా శుక్రవారం ప్రేక్షకుల ముందుకు వచ్చింది. ప్రజల హృదయాలను హత్తుకునేలా ఈ సినిమా ఉందని సర్వత్రా హర్షం వ్యక్తమవుతోంది. పశ్చిమ గోదావరి జిల్లా తడికలపూడిలో వైఎస్సార్‌సీపీ నేత కొఠారు అబ్బయ్య చౌదరి, చింతలపూడిలో ఆ పార్టీ నాయకుడు వీఆర్‌ ఎలీజా వైఎస్సార్ అభిమానులు, పార్టీ కార్యలర్తలతో కలిసి ‘యాత్ర’  బెనిఫిట్ షోను వీక్షించారు.  ఈ సందర్భంగా వారు మాట్లాడుతూ.. యాత్ర సినిమా చాలా బాగుందన్నారు. ప్రజల గుండెలకు హత్తుకునేలా సినిమా ఉందని, దివంగత ముఖ్యమంత్రి వైఎస్సార్ 2003లో చేపట్టిన పాదయాత్రను కళ్లకు కట్టినట్లు సినిమాలో చూపించారని కొనియాడారు. పాదయాత్ర ద్వారా నేరుగా ప్రజల కష్టాలను వైఎస్సార్‌ తెలుసుకున్న తీరును సినిమాలో చక్కగా చూపించారని, వైఎస్సార్ పాత్రలో మమ్ముట్టి జీవించారని అన్నారు. అన్ని వర్గాల ప్రజలు చూడదగిన సినిమాగా యాత్రను రూపొందించారని అన్నారు.",141691,1549601192000,"Sakshi, Eluru: Mahaneta and the late Chief Minister YS Rajasekhara Reddy's historical journey on the theme of the film Yatra. The film is so touching that people's hearts are touched. YSARCP leader Kattaru Abbayi Choudhary in Tadikalapudi in West Godavari district, party leader VR Elijah YSSar in Chintalapudi together with party activists watched the tour benefit show. On this occasion they said .. Yatra cinema is very good. The film is touching the hearts of the people, and the late Chief Minister YSSAR's 2003 footsteps were shown to be eye-catching. He said that the film shows how YSSR learned the hardships of the people directly through the footsteps, and that Mammutty lived in the role of YSR. He said the trip was made into a movie that people of all classes could watch.  "
409,409,409,409,641.0,641.0,4957,ml,"കേരളത്തിലെ യുക്തിവാദ പ്രസ്ഥാനത്തെ കുറിച്ചുള്ള അറിവില്ലായ്യ കൊണ്ടു പറയുന്നതാണത്.നാലു പതിറ്റാണ്ടു മുമ്പ് യുക്തിവാദികളുടെ ഒരു പരിപാടിക്ക് നൂറോ ഇരുനൂറോ പേരെ പങ്കെടുക്കാറുവെങ്കിൽ ഇപ്പോൾ ദിവസങ്ങളോളം നടക്കുന്ന പരിപാടികളിൽ 2000, 3000 പേരാണ് മുൻകൂട്ടി പേർ റജിസ്റ്റർ ചെയ്യുന്നത്. മുമ്പ് നാട്ടിലിറങ്ങിയാൽ വിരലിലെണ്ണാവുന്ന യുക്തിവാദികളെ കാണാറുള്ളുവെങ്കിൽ ഇന്ന് നൂറുകണക്കിന് യുക്തിവാദികളെ കാണാം. മതവിശ്വാസികളുടെ ഇടയിൽ പോലും ചില കാര്യങ്ങളിൽ ഭാഗികമായി യുക്തിവാദമനോഭാവമുള്ളവരുടെ എണ്ണം വർദ്ധിച്ചു വരുന്നത് ശുഭലക്ഷണമാണ്.",136989,1549601210000,"Four hundred years ago, if one hundred and two hundred people participated in a program of rationalists, 2,000 or 3000 people would be registered in advance. If you went to the country earlier, you would find hundreds of irrational people. Even among religious people, in some respects, the number of people who are partially rational is on the increase.  "
410,410,410,410,646.0,646.0,3258,te,జై జగన్ అన్న రావాలి జగన్,96256,1549601311000,Jai Jagan Anna Rawali Pics  
411,411,411,411,656.0,656.0,1357,en,https://youtu.be/TerbXhYCVHI Plz...🙏🙏🙏like share and subscribe my YouTube channel  Plz  dosto              Subscribe jarur kr dena 🙏🙏🙏,168003,1549601493000,https://youtu.be/TerbXhYCVHI Plz...🙏🙏🙏like share and subscribe my YouTube channel  Plz  dosto              Subscribe jarur kr dena 🙏🙏🙏
412,412,412,412,660.0,660.0,2755,en,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/KDDtMxqt8rJ6RDyJTg5GfJ,116031,1549601521000,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/KDDtMxqt8rJ6RDyJTg5GfJ
413,413,413,413,663.0,663.0,4602,en,"Dear all  Important, 4 kidneys available.          Due to death of Mr Sudhir and his wife (my service colleagues) who met with an accident yesterday, doctor has declared them brain dead. Mr.Sudhir is B+ and his wife O+. His family wants to donate their kidneys for humanity .plz circulate.                                       Contact 9837285283  Forward to another group,  it could help someone...",201741,1549601640000,"Dear all  Important, 4 kidneys available.          Due to death of Mr Sudhir and his wife (my service colleagues) who met with an accident yesterday, doctor has declared them brain dead. Mr.Sudhir is B+ and his wife O+. His family wants to donate their kidneys for humanity .plz circulate.                                       Contact 9837285283  Forward to another group,  it could help someone..."
414,414,414,414,664.0,664.0,4947,ur,اَلسَلامُ عَلَيْكُم وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ‎ مفتی صاحب حضرت ایوب علہ سلام کے کتنی بیوی تھی,139938,1549601682000,"How many wives did the Prophet Muhammad (pbuh) have, Ayub al-Islam?  "
415,415,415,415,665.0,665.0,3634,hi,"🍃🍂🍃🍂🍃🍂🍃🍂🍃🍂🍃 ➡ *इस संसार में कभी कहीं कोई,*        *किसी के साथ सदा नहीं रह सकता~*  ✅ *जिनसे आज जुड़े हुए हैं,*        *उनसे एक दिन बिछड़ना पड़ेगा ही..!!!* 😊🙏🏻 🍃🍂🍃🍂🍃🎭🍂🍃🍂🍃🍂",92246,1549601708000,"कभी 🍂 🍂 🍂 🍂 🍃 ➡    🍃   🍃   🍃   🍃  🍂  🍃  ➡ * Somewhere in this world, no one can ever ✅  remain with anyone ~ * ✅ * Who are connected today, * * One day will 🍃 🍃 🍃 🍂 🍂 🍂  🍃   🍃   🎭   🍂   🍂   🙏  😊  have to be separated from them ..! !! * 😊🙏🏻 🍃🍂🍃🍂🍃🎭🍂🍃🍂🍃🍂  "
416,416,416,416,666.0,666.0,5074,hi,"जब संयुक्त राष्ट्र सुरक्षा परिषद में स्थायी सीट की पेशकश पर जवाहरलाल नेहरू ने कहा - पहले चीन http://dhunt.in/5whkR?s=a&ss=wsp Source : ""सत्याग्रह"" via Dailyhunt  डाउनलोड करें: http://dhunt.in/DWND",52018,1549601716000,"When Jawaharlal Nehru said on offering permanent seat in UN Security Council - First China http://dhunt.in/5whkR?s=a&ss=wsp Source: Download ""Satyagraha"" via Dailyhunt: http://dhunt.in / DWND  "
417,417,417,417,667.0,667.0,3042,hi,"*कृपया ध्यान दे...*🔔🔔  *मध्यप्रदेश में कुछ विरोधी तत्वों द्वारा प्रचारित कर गलत एवम झूठी खबर फैलाई जा रही है कि मंदसौर दुष्कर्म पीड़ित को आबंटित मकान दुकान मध्यप्रदेश सरकार द्वारा वापिस छीन लिए गए हैं, जो पूर्णतः असत्य एवम भ्रामक है*   https://m.facebook.com/story.php?story_fbid=324308758197113&id=270697853558204",139485,1549601800000,"* Please pay attention 🔔  🔔  ... * 🔔🔔 * False and false news is being spread in Madhya Pradesh by propagating by some opposing elements that the houses allotted to Mandsaur rape victim have been taken back by the Madhya Pradesh government, which is completely untrue and misleading. * https://m.facebook.com/story.php?story_fbid=324308758197113&id=270697853558204  "
418,418,418,418,669.0,669.0,3448,en,Andaram movie first day ne choosthunnaam,162530,1549601846000,Andaram movie first day ne choosthunnaam
419,419,419,419,672.0,672.0,3448,te,Ucha apuko Sami....memu kuda సినిమా చూడాలి గా,70850,1549601904000,Ucha apuko Sami .... memu kuda as a must watch movie  
420,420,420,420,674.0,674.0,3833,en,Share link in all our WhatsApp groups and Facebook book groups and ask our friends and relatives to vote our PSPK  👇👇 CLICK THE LINK AND VOTE PAWAN 👇👇  http://www.tsrtv9filmawards.com/index.php/best-male-actor-2018-nominations/,123109,1549601973000,Share link in all our WhatsApp groups and Facebook book groups and ask our friends and relatives to vote our PSPK  👇👇 CLICK THE LINK AND VOTE PAWAN 👇👇  http://www.tsrtv9filmawards.com/index.php/best-male-actor-2018-nominations/
421,421,421,421,675.0,675.0,2892,hi,🎶 *रिंगटोन का खजाना* 💃 👉🏻 https://bit.ly/2KUg9GZ,818,1549602050000,खजाना 🎶  * Ringtone Treasure 👉  💃  * 💃 👉🏻 https://bit.ly/2KUg9GZ  
422,422,422,422,677.0,677.0,3042,hi,". अच्छा... ये अफवाह किसने फैलाई थी,, कि सरकार के पास रोजगार के ""आंकड़े"" नहीं हैं.😬  मोदीजी को एक-एक जानकारी है :- कि पिछले साढे चार साल में कितने होटल खुले, कितनी क्लीनिक खुली, कितने चाय की ढेपड़ी लगी और पकौड़ों की कितनी रेहड़ी लग चुकी है...  और हाँ... सब रोजगार गिना जाएगा 🤒",110355,1549602127000,". Well ... who spread this rumor, that the government does not have ""statistics"" of 😬  employment. 😬 Modiji has one information: - How many hotels opened, how many clinics were opened, how many tea were there in the last four and a half years Dheepri started and the pakoras 🤒  have been sold so much… and yes… all employment will be counted.  "
423,423,423,423,678.0,678.0,1193,mr,🎶 *रिंगटोन का खजाना* 💃 👉🏻 https://bit.ly/2KUg9GZ,818,1549602138000,🎶 🎶  * Treasure of Ringtones 👉  💃  * 👉🏻 👉🏻 https://bit.ly/2KUg9GZ  
424,424,424,424,679.0,679.0,3411,hi,🎶 *रिंगटोन का खजाना* 💃 👉🏻 https://bit.ly/2KUg9GZ,818,1549602146000,खजाना 🎶  * Ringtone Treasure 👉  💃  * 💃 👉🏻 https://bit.ly/2KUg9GZ  
425,425,425,425,680.0,680.0,577,hi,"एक फ़क़ीर नदी के किनारे बैठा था...  किसी ने पूछा बाबा क्या कर रहे हो?   फ़क़ीर ने कहा -इंतज़ार कर रहा हूं पूरी नदी बह जाए तो फिर पार करूं।  उस आदमी ने कहा -कैसी बात करते हो बाबा...पूरा पानी बहने के इंतज़ार मे तो तुम कभी नदी पार ही नहीं कर पाओगे।  फ़क़ीर ने कहा - यही तो मै तुम लोगों को समझाना चाहता हूं कि तुम लोग जो हमेशा ये कहते रहते हो की एक बार घर की ज़िम्मेदारियां पूरी हो जायें तो फिर नमाज़ पढूंगा, दाढी रखूंगा, हज करूंगा, खि़दमत करूंगा... जैसे नदी का पानी ख़त्म नहीं होगा, हमको इस पानी से ही पार जाने का रास्ता बनाना है, इसी तरह ज़िंदगी ख़त्म हो जायेगी पर ज़िंदगी के काम और ज़िम्मेदारी कभी ख़त्म नहीं होगीे....  नमाज़ कायम करें....... ```लेट   करने से पहले किसी एक को  सेन्ड जरूर करे   ईन्सान घर 🏡 बदलता है   👔 कपड़ा बदलता है   🚶🏃👫 रिस्ते बदलता है   👬 दोस्त  बदलता है  फिर भी परेशान क्यों  रहता है  ??  😨 क्यों  कि वो खुद को नही बदलता ,,,,,,,,,,,,,,  🌞 दिन मे पाच टाईम नमाज  पढ़ने  कि आदत बनाओ ,,,,,,,।    😨🙇 सिर्फ़ ye सोचकर  कि  क्या  पता ye आजान आप आखिरी  बार सुन रहे हो ,,,,,,,।।।।।   क्या  पता तुम्हारा रब الله  तुम्हें  आखिरी  बार पुकार रहा हो  ,,,?   👬👫👬 90% लोग ईस मैसेज  को फार्वड नही करते ,,,  लेकिन  आप जरूर करे  الله  के दीन को फैलाने  मे देरी नही करनी चाहिए    बेशक  🔉🔈  जो अल्लाह  الله के कामो मे लग जाता है अल्लाह الله  खुद ऊसके कामो मे लग जाता है..```",204042,1549602147000,"A fakir was sitting on the banks of the river ... Someone asked what Baba was doing. Faqir said - I am waiting for the whole river to flow if I cross again. The man said, ""How do you talk, Baba ... You will never be able to cross the river while waiting for all the water to flow."" Faqir said - this is what I want to convince you that you people who always keep saying that once the responsibilities of the house are fulfilled, then I will offer prayers, keep my beards, do hajj, I will help… like the river Water will not end, we have to make a way to get through this water, this way life will end but the work and responsibility of life will never end…. To lie down The first one is a change Riste 🏡  🚶🏃👫 sand 👔  is sure to Insan 👫  🏃  🚶  home changes 👬  varies 👔 textile 🏡 is 👬 friend changes still 😨  remains why bother ?? 😨 Because it does not change 🌞  itself,,,,,,,,,,,,,,,, make habit of reading five 🙇  😨  times Namaz in 7 days,,,,,,. Ye just wondering what you know, you are listening for the last time ,,,,,,, ... Do you know the last time your 👬 👬  👫   Lord is calling you ,,,? 👬👫👬 90% people do not forward this message, but you must not delay in spreading the deeds 🔈  🔉  of الله, of course 🔉🔈 who is engaged in the works of Allah الله Allah الله himself gets involved in his works ..``  "
426,426,426,426,681.0,681.0,2030,mr,🎶 *रिंगटोन का खजाना* 💃 👉🏻 https://bit.ly/2KUg9GZ,811,1549602152000,🎶 🎶  * Treasure of Ringtones 👉  💃  * 👉🏻 👉🏻 https://bit.ly/2KUg9GZ  
427,427,427,427,683.0,683.0,3771,hi,🎶 *रिंगटोन का खजाना* 💃 👉🏻 https://bit.ly/2KUg9GZ,818,1549602157000,खजाना 🎶  * Ringtone Treasure 👉  💃  * 💃 👉🏻 https://bit.ly/2KUg9GZ  
428,428,428,428,684.0,684.0,1355,mr,🎶 *रिंगटोन का खजाना* 💃 👉🏻 https://bit.ly/2KUg9GZ,818,1549602160000,🎶 🎶  * Treasure of Ringtones 👉  💃  * 👉🏻 👉🏻 https://bit.ly/2KUg9GZ  
